;0;1;Match id;Authors;year;title;list_of_dublication;F_D;comment
1035;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-11024008-1177#S#0959353500010004017.txt;Morse, M. (1988) ‘Artemis Ageing: Exercise and the Female Body on Video’, Discourse 10: 20–53.;null;Morse, M.;1988;Artemis Ageing: Exercise and the Female Body on Video;null;;
589;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Twenge, J. M. (1997). Attitudes towardwomen, 1970-1995:A meta-analysis. Psychology of Women Quarterly, 21, 35-51.;csa-sa-9800448;Twenge, J. M.;1997;Attitudes toward women, 1970-1995:A meta-analysis;['csa-sa-9800448'];;missing space
171;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;?Alderfer, C. P. (1972). Existence, relatedness, and growth: Human needs in organizational settings. New York: Free Press.;ubk-opac-LY000444262;Alderfer, C. P.;1972;Existence, relatedness, and growth: Human needs in organizational settings;[u'ubk-opac-LY000444262', u'wzb-bib-93491'];;
395;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Neumayer, Eric. 2003a. “The Determinants of Aid Allocation by Regional Multilateral Development Banks and United Nations Agencies.” International Studies Quarterly 47, no. 1: 101–22.;csa-ps-200312012;Neumayer, Eric;2003;The Determinants of Aid Allocation by Regional Multilateral Development Banks and United Nations Agencies;[u'csa-ps-200312012', u'bszbw-wao-387781145'];;
569;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Piliavin, J. A., & Martin, R. R. (1978). The effects of the sex composition of groups on style of social interaction. Sex Roles, 4, 218-296.;csa-sa-80K5527;"Piliavin, J. A.; Martin, R. R.";1978;The effects of the sex composition of groups on style of social interaction;[u'springer-soj-197233996', u'csa-sa-80K5527'];;
288;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;Lam, David, and Deborah Levison. 1992. “Age, Experience, and Schooling: Decomposing Earnings Inequality in the United States and Brazil.” Sociological Inquiry 62:220–45.;csa-sa-92Z2630;"Lam, David; Levison, Deborah";1992;Age, Experience, and Schooling: Decomposing Earnings Inequality in the United States and Brazil;[u'csa-ps-251710', u'csa-assia-9260479', u'csa-sa-92Z2630'];;
679;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Bairner, A. (2006) ‘The Leicester School and the Study of Football Hooliganism’, Sport in Society 9(4): 583–98.;csa-sa-200703323;Bairner, A.;2006;The Leicester School and the Study of Football Hooliganism;[u'csa-pei-8361618', u'csa-sa-200703323', u'csa-pei-7051240'];;
1222;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-201024949-1177#S#0002764210368081.txt;Stempel, G. H., & Hargrove, T. (2004). Despite gains, Internet not major player as news source. Newspaper Research Journal, 25(2), 113–115.;null;"Stempel, G. H.; Hargrove, T.";2004;Despite gains, Internet not major player as news source;null;;
1291;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Bonß, Wolfgang & Hartmann, Heinz (Hg.). (1985). Entzauberte Wissenschaft. Zur Relativität und Geltung soziologischer Forschung. Soziale Welt, Sonderband 3. Göttingen: Schwartz.;iab-litdok-I860226F02;"Bonß, Wolfgang; Hartmann, Heinz";1985;Entzauberte Wissenschaft. Zur Relativität und Geltung soziologischer Forschung;[u'gesis-solis-00110723', u'iab-litdok-I860226F02', u'wzb-bib-98299', u'ubk-opac-HL002451771', u'gesis-bib-6207'];;double line 31
46;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200719289-1177#S#0730888405285295.txt;Castilla, E. J. (2005). Social networks and employee performance in a call center. American Journal of Sociology, 110, 1243-1283.;csa-sa-200517432;Castilla, E. J.;2005;Social networks and employee performance in a call center;[u'csa-sa-200517432', u'gesis-bib-61883'];;
817;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Boden, M. (2006) Mind as Machine: a History of Cognitive Science. Oxford: Oxford University Press.;null;Boden, M.;2006;Mind as Machine: a History of Cognitive Science;null;;
932;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2008-241353-1177#S#0891242408325585.txt;Lerch, F., Sydow, J., Huxham, C., & Hibbert, P. (2007, October). Leadership in clusters—A comparison of four photonics clusters.Paper presented at the 2007 Cluster Conference of The Competitiveness Institute (TCI), Portland, OR.;null;"Lerch, F.; Sydow, J.; Huxham, C.; Hibbert, P.";2007;Leadership in clusters—A comparison of four photonics clusters;null;;
1112;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12741793-1002#S#art#P#24862.txt;"Ahima RS, Flier JS. Leptin. Annu Rev Physiol 2000;62:413–37.";null;"Ahima, R. S.; Flier, J. S.";2000;Leptin;null;;
893;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Moulton, W. (1970) ‘Linguistics and Language Teaching in the United States, 1940–1960’, in C. Mohrmann et al. (eds) Trends in European and American Linguistics, 1930–1960, Edited on the Occasion of the Ninth International Congress of Linguists, Cambridge, Mass., 1962. Utrecht: Spectrum, pp. 82–109.;null;Moulton, W.;1970;Linguistics and Language Teaching in the United States, 1940–1960;null;;
349;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Alesina, Alberto, and David Dollar. 2000. “Who Gives Foreign Aid to Whom and Why? ” Journal of Economic Growth 5, no. 1: 33–63.;springer-soj-197654533;"Alesina, Alberto; Dollar, David";2000;Who Gives Foreign Aid to Whom and Why?;['springer-soj-197654533'];;
437;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pei-15070572-1177#S#0363546510393943.txt;"Simmons RW. Sensory organization determinants of postural stability in trained ballet dancers. Int J Neurosci. 2005;115(1):87-97.";csa-pei-6820101;Simmons R. W.;2005;Sensory organization determinants of postural stability in trained ballet dancers;['csa-pei-6820101'];;
1240;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\120.txt;Ciuni, U. (1996). Enthospitalisierung – die Sicht der Betroffenen. Unv. Diplomarbeit, Institut für Klinische Psychologie, Psychologische Diagnostik und Gemeindepsychologie, FU Berlin.;null;Ciuni, U.;1996;Enthospitalisierung – die Sicht der Betroffenen;null;;
1365;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Popper, Karl R. (1974/1979). Ausgangspunkte. Meine intellektuelle Entwicklung. Hamburg: Hoffmann & Campe.;ubk-opac-HL001354509;Popper, Karl R.;"1974; 1979";Ausgangspunkte. Meine intellektuelle Entwicklung.;['ubk-opac-HL001354509'];;
917;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2008-241353-1177#S#0891242408325585.txt;Bresnahan, T., Gambardella, A., & Saxenian, A. (2001). ‘Old economy’ inputs for ‘new economy’ outcomes: Cluster formation in the new Silicon Valleys. Industrial and Corporate Change, 10(4), 835-860.;null;"Bresnahan, T.; Gambardella, A.; Saxenian, A.";2001;‘Old economy’ inputs for ‘new economy’ outcomes: Cluster formation in the new Silicon Valleys;null;;
1360;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;"Mey, Günter; Mruck, Katja & Spohr, Birgit (1992). Jugendarbeitslosigkeit und lokale Identität Forschungsberichte aus dem Institut für Psychologie der TU Berlin, 1/92.";null;"Mey, Günter; Mruck, Katja; Spohr, Birgit";1992;Jugendarbeitslosigkeit und lokale Identität;null;;double line 89
1013;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-10125244-1177#S#101053950301500109.txt;"Sutton S, Wardle J, Taylor T, et al. Predictors of attendance in the United Kingdom flexible sigmoidoscopy screening trial. J Med Screen 2000; 7: 99-104.";null;"Sutton, S.; Wardle, J.; Taylor, T.";2000;Predictors of attendance in the United Kingdom flexible sigmoidoscopy screening trial;null;;
988;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-10125244-1177#S#101053950301500109.txt;?National Health and Medical Research Council. The prevention, early detection and management of colorectal cancer. Canberra: NHMRC, 1999.;null;?National Health and Medical Research Council;1999;The prevention, early detection and management of colorectal cancer;null;;
470;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200830995-1057#S#eps#P#2008#P#24.txt;Delanty, G. (1997) ‘Models of citizenship: defining European identity and citizenship’, Citizenship Studies 1(3): 285–303.;csa-sa-9904692;Delanty, G.;1997;Models of citizenship: defining European identity and citizenship;[u'csa-ps-199901049', u'csa-sa-9904692'];;
320;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\201014166-1177#S#1077800409350695.txt;Harper, H. (2000b). “There is no way to prepare for this”: Teaching in First Nations schools in northern Ontario—Issues and concerns. Canadian Journal of Native Education, 24, 144-157.;null;Harper, H.;2000;“There is no way to prepare for this”: Teaching in First Nations schools in northern Ontario—Issues and concerns;null;;
707;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Pimenta, C. A. M. (2000) ‘Violência entre torcidas organizadas de futebol’, São Paulo em Perspectiva 14(2): 122–8.;null;Pimenta, C. A. M.;2000;Violência entre torcidas organizadas de futebol;null;;
902;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Simpson, C. (1994) Science of Coercion: Communication Research and Psychological Warfare 1945–1960. Oxford: Oxford University Press.;ubk-opac-LY000193088;Simpson, C.;1994;Science of Coercion: Communication Research and Psychological Warfare 1945–1960;['ubk-opac-LY000193088'];;double line 872
1077;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;"McLean SG, Huang X, Su A, Van Den Bogert AJ. Sagittal plane biomechanics cannot injure the ACL during sidestep cutting. Clin Biomech. 2004;19(8):828-838.";csa-pei-6004847;"McLean, S. G.; Huang, X.; Su, A.; Van Den Bogert, A. J.";2004;Sagittal plane biomechanics cannot injure the ACL during sidestep cutting;['csa-pei-6004847'];;
1360;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;"Mey, Günter; Mruck, Katja & Spohr, Birgit (1992). Jugendarbeitslosigkeit und lokale Identität Forschungsberichte aus dem Institut für Psychologie der TU Berlin, 1/92.";null;"Mey, Günter; Mruck, Katja; Spohr, Birgit";1992;Jugendarbeitslosigkeit und lokale Identität;null;;double line 81
920;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2008-241353-1177#S#0891242408325585.txt;Deloitte (2004). It’s 2008: Do you know where your talent is? Why acquisition and retention strategies don’t work. New York: Deloitte Development LLC.;null;Deloitte;2004;It’s 2008: Do you know where your talent is? Why acquisition and retention strategies don’t work.;null;;
1108;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12741793-1002#S#art#P#24862.txt;"Steppan CM, Bailey ST, Bhat S, Brown EJ, Banerjee RR, Wright CM, et al. The hormone resistin links obesity to diabetes. Nature 2001;409:307–12.";csa-pei-14936993;"Steppan, C. M.; Bailey S. T.; Bhat, S.; Brown, E. J.; Banerjee, R. R.; Wright, C. M.";2001;The hormone resistin links obesity to diabetes;['csa-pei-14936993'];;
235;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;McGregor, D. (1960). The human side of enterprise. New York: McGraw-Hill.;csa-pais-1961-15199;McGregor, D.;1960;The human side of enterprise;[u'csa-pais-1961-15199', u'ubk-opac-LN002663236', u'fes-bib-83795'];;
717;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Spaaij, R. (2008) ‘Men Like Us, Boys Like Them: Violence, Masculinity, and Collective Identity in Football Hooliganism’, Journal of Sport and Social Issues 32(4): 369–92.;csa-sa-200902248;Spaaij, R.;2008;Men Like Us, Boys Like Them: Violence, Masculinity, and Collective Identity in Football Hooliganism;[u'csa-sa-200902248', u'csa-pei-12858333'];;
493;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;?Anderson, K. J., & Leaper, C. (1998). Meta-analysis of gender effects on conversational interruption: Who, what, when, where and how. Sex Roles, 39, 225-252.;csa-assia-124301;"?Anderson, K. J.; Leaper, C.";1998;Meta-analysis of gender effects on conversational interruption: Who, what, when, where and how;[u'csa-sa-9916221', u'csa-assia-124301', u'springer-soj-197233376'];;
1315;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Flick, Uwe (1991). Stationen des qualitativen Forschungsprozesses. In Uwe Flick, Ernst v. Kardorff, Heiner Keupp, Lutz v. Rosenstiel & Stephan Wolff (Hg.), Handbuch qualitative Sozialforschung (S.147-173). München: Psychologie Verlags Union.;gesis-ssoar-3730;Flick, Uwe;1991;Stationen des qualitativen Forschungsprozesses;['gesis-ssoar-3730'];;
422;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pei-15070572-1177#S#0363546510393943.txt;"Friden T, Zatterstrom R, Lindstrand A, Moritz U. A stabilometric technique for evaluation of lower limb instabilities. Am J Sports Med. 1989;17(1):118-122.";csa-pei-10093240;"Friden, T.; Zatterstrom, R.; Lindstrand, A.; Moritz, U.";1989;A stabilometric technique for evaluation of lower limb instabilities;[u'csa-pei-10093240', u'csa-pei-4974656'];;
645;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;Hecht, L. (2001). Role conflict and role overload: Different concepts, different consequences. Sociological Inquiry, 71, 111–121.;csa-sa-200110923;Hecht, L.;2001;Role conflict and role overload: Different concepts, different consequences;[u'csa-sa-200110923', u'csa-assia-174015'];;
836;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Falk, J. and Joseph, J. E. (1994) ‘The Saleski Family and the Founding of the LSA Linguistic Institutes’, Historiographia Linguistica 21: 137–56.;null;"Falk, J.; Joseph, J. E.";1994;The Saleski Family and the Founding of the LSA Linguistic Institutes;null;;
1290;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Bonß, Wolfgang (1982). Die Einübung des Tatsachenblicks. Zur Struktur und Veränderung empirischer Sozialforschung. Frankfurt/M.: Suhrkamp.;gesis-bib-6297;Bonß, Wolfgang;1982;Die Einübung des Tatsachenblicks. Zur Struktur und Veränderung empirischer Sozialforschung.;['gesis-bib-6297'];;
514;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Driskell, J. E., Olmstead, B.,&Salas, E. (1993). Task cues, dominance cues and influence in small groups. Journal of Applied Psychology, 78, 51-60.;csa-assia-15444;"Driskell, J. E; Olmstead, B.; Salas, E.";1993;Task cues, dominance cues and influence in small groups;['csa-assia-15444'];;
1040;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-11024008-1177#S#0959353500010004017.txt;Sports Council and Health Education Authority (1992) Allied Dunbar National Fitness Survey. London: Sports Council and Health Education Authority.;Null;Sports Council and Health Education Authority;1992;Allied Dunbar National Fitness Survey;null;;
478;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200830995-1057#S#eps#P#2008#P#24.txt;Kostakopoulou, T. (2000) ‘Nested ‘‘Old’’ and ‘‘New’’ citizenships in the European union: bringing forth the complexity’, Columbia Journal of European Law 5(3): 389–413.;Null;Kostakopoulou, T.;2000;Nested ‘‘Old’’ and ‘‘New’’ citizenships in the European union: bringing forth the complexity;null;;
643;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;Goffman, E. (1959). The presentation of self in everyday life. Oxford, England: Doubleday.;Null;Goffman, E.;1959;The presentation of self in everyday life;null;;
