ref_id,ref_text1,duplication,ref_text,article-title,editor,empty,given-names,issue,other,page,publisher,source,surname,url,volume,year
one_1021050,"Friedrichs, J. (1977): Stadtanalyse. Soziale und räumliche Organisation der Gesellschaft. Reinbek.","['gesis-solis-00028614', ' gesis-bib-99089', ' ubk-opac-LY000756340', ' fes-bib-110723']","Friedrichs, J. (1977): Stadtanalyse. Soziale und räumliche Organisation der Gesellschaft. Reinbek.",['Stadtanalyse. Soziale und räumliche Organisation der Gesellschaft.'],,,['J.'],,['Reinbek.'],,,,"['Friedrichs,']",,,['(1977):']
one_688326,"Engels, Friedrich (1970). Die Lage der arbeitenden Klasse in England. Nach eigener Anschauung und authentischen Quellen. In Marx-Engels-Werke, Bd.2. Berlin (DDR): Dietz (Original 1845).",,"Engels, Friedrich (1970). Die Lage der arbeitenden Klasse in England. Nach eigener Anschauung und authentischen Quellen. In Marx-Engels-Werke, Bd.2. Berlin (DDR): Dietz (Original 1845).",['Die Lage der arbeitenden Klasse in England. Nach eigener Anschauung und authentischen Quellen.'],,"['In', 'Bd.2.']",['Friedrich'],,"['Berlin (DDR):', '(Original 1845).']",,['Dietz'],,"['Engels,']",,"['Marx-Engels-Werke,']",['(1970).']
one_736518,"Gott, R., & Duggan, S. (1996). Practical work: its role in the understanding of evidence in F science. Intoernational Journal of Science Education, 18(7), 791-806.",['fis-bildung-446043'],"Gott, R., & Duggan, S. (1996). Practical work: its role in the understanding of evidence in F science. Intoernational Journal of Science Education, 18(7), 791-806.",['Practical work: its role in the understanding of evidence in F science.'],,,"['R.,', 'S.']",,,['791-806.'],,"['Intoernational Journal of Science Education,']","['Gott,', 'Duggan,']",,"['18(7),']",['(1996).']
one_716666,"Enders-Dragässer, Uta/Sellach, Brigitte: Der ""Lebenslagen-Ansatz"" aus der Perspektive der Frauenforschung. In: Zeitschrift für Frauenforschung. 13. Jg. Heft 4/99. 56-66","['gesis-solis-00255585', 'iab-litdok-K000120D04', ' gesis-solis-00255585', ' dzi-solit-0117791']","Enders-Dragässer, Uta/Sellach, Brigitte: Der ""Lebenslagen-Ansatz"" aus der Perspektive der Frauenforschung. In: Zeitschrift für Frauenforschung. 13. Jg. Heft 4/99. 56-66","['""""Lebenslagen-Ansatz"""" aus der Perspektive der Frauenforschung.']",,"['Brigitte:', 'In:', 'Jg. Heft']","['Uta/Sellach,', 'Der']",['4/99.'],,['56-66'],,['Zeitschrift für Frauenforschung.'],"['Enders-Dragässer,']",,['13.'],
one_1106245,"Lengerer, Andrea, Tobias Hubert und Nicole Kollinger, 2005: Vergleich der Mikrozensus Scientific Use Files 2001 und 2002. ZUMA-Methodenbericht 2005/02.","['gesis-solis-00334882', 'gesis-ssoar-48490', ' gesis-solis-00334882']","Lengerer, Andrea, Tobias Hubert und Nicole Kollinger, 2005: Vergleich der Mikrozensus Scientific Use Files 2001 und 2002. ZUMA-Methodenbericht 2005/02.","['Hubert und Nicole Kollinger,', 'Vergleich der Mikrozensus Scientific Use Files 2001 und 2002.']",,,"['Andrea, Tobias']",,['ZUMA-Methodenbericht'],,,,"['Lengerer,']",,,"['2005:', '2005/02.']"
one_889813,"Himanen, P. (2001): The hacker ethic and the spirit of the information age. New York: Random House.",['wzb-bib-129439'],"Himanen, P. (2001): The hacker ethic and the spirit of the information age. New York: Random House.",['The hacker ethic and the spirit of the information age.'],,,['P.'],,['New York:'],,['Random House.'],,"['Himanen,']",,,['(2001):']
one_490441,"Coglianese, Cary and David Lazer. 2003. Management-based regulation. Prescribing private management to achieve public goals. Law and Society Review 37: 691-730.","['csa-sa-200406149', ' csa-sa-200406149', ' csa-ps-200406826', 'csa-assia-280728']","Coglianese, Cary and David Lazer. 2003. Management-based regulation. Prescribing private management to achieve public goals. Law and Society Review 37: 691-730.",['and David Lazer. 2003. Management-based regulation. Prescribing private management to achieve public goals.'],,,['Cary'],,,['691-730.'],,['Law and Society Review'],"['Coglianese,']",,['37:'],
one_367156,"Wilkie, R. (2005) ‘Sentient commodities and productive paradoxes: the ambiguous nature of human–livestock relations in Northeast Scotland’, Journal of Rural Studies 21: 213–230.",['csa-sa-200605239'],"Wilkie, R. (2005) ‘Sentient commodities and productive paradoxes: the ambiguous nature of human–livestock relations in Northeast Scotland’, Journal of Rural Studies 21: 213–230.","['‘Sentient commodities and productive paradoxes: the ambiguous nature of human–livestock relations in Northeast Scotland’,']",,,['R.'],,,['213–230.'],,['Journal of Rural Studies'],"['Wilkie,']",,['21:'],['(2005)']
one_11554,"Jureit, Ulrike (1998): Flucht und Ergreifung. Übertragung und Gegenübertragung in einem lebensgeschichtlichen Interview, in: BIOS 1998 (11. Jg.), 229-241.",['gesis-solis-00246289'],"Jureit, Ulrike (1998): Flucht und Ergreifung. Übertragung und Gegenübertragung in einem lebensgeschichtlichen Interview, in: BIOS 1998 (11. Jg.), 229-241.","['Flucht und Ergreifung. Übertragung und Gegenübertragung in einem lebensgeschichtlichen Interview,']",,['in:'],['Ulrike'],,"['Jg.),']",['229-241.'],,['BIOS 1998 (11.'],"['Jureit,']",,,['(1998):']
one_907826,"Scharpf, F.W. (1993): Autonomieschonend und gemeinschaftsverträglich: Zur Logik der europäischen Mehrebenenpolitik. MPIFG discussion paper 93/9. Köln.","[' ubk-opac-LY000171443', 'gesis-solis-00172575']","Scharpf, F.W. (1993): Autonomieschonend und gemeinschaftsverträglich: Zur Logik der europäischen Mehrebenenpolitik. MPIFG discussion paper 93/9. Köln.",['Autonomieschonend und gemeinschaftsverträglich: Zur Logik der europäischen Mehrebenenpolitik.'],,,['F.W.'],,['Köln.'],,,['MPIFG discussion paper'],"['Scharpf,']",,['93/9.'],['(1993):']
one_262532,"Barben, D. (2007). Politische Ökonomie der Biotechnologie. Innovation und gesellschaftlicher Wandel im internationalen Vergleich. Frankfurt/M., Campus.","[' gesis-solis-00396004', 'wzb-bib-181451', 'gesis-smarth-0000008720', ' gesis-smarth-0000008720']","Barben, D. (2007). Politische Ökonomie der Biotechnologie. Innovation und gesellschaftlicher Wandel im internationalen Vergleich. Frankfurt/M., Campus.",['Politische Ökonomie der Biotechnologie. Innovation und gesellschaftlicher Wandel im internationalen Vergleich.'],,,['D.'],,"['Frankfurt/M.,']",,['Campus.'],,"['Barben,']",,,['(2007).']
one_9938,"Namer, Gérard (1987). Mémoire et société. Paris: Méridiens Klincksieck.",['ubk-opac-HL000760137'],"Namer, Gérard (1987). Mémoire et société. Paris: Méridiens Klincksieck.",['Mémoire et société.'],,,['Gérard'],,['Paris:'],,['Méridiens Klincksieck.'],,"['Namer,']",,,['(1987).']
one_116095,"Easterly, W. (2001): Can Institutions Resolve Ethnic Conflict? In: Eco - nomic Development and Cultural Change 49 (4), 687-706.","[' csa-ps-200204759', 'csa-sa-200203934', 'csa-assia-185495', ' csa-sa-200203934']","Easterly, W. (2001): Can Institutions Resolve Ethnic Conflict? In: Eco - nomic Development and Cultural Change 49 (4), 687-706.",['Can Institutions Resolve Ethnic Conflict?'],,['In:'],['W.'],"['(4),']",,['687-706.'],,['Eco - nomic Development and Cultural Change'],"['Easterly,']",,['49'],['(2001):']
one_538233,"Selvini Palazzoli, Mara, L. Anolli, P. Di Blasio, L. Giossi, J. Pisano, C. Ricci, C., et al. 1984. Hinter den Kulissen der Organisation. Stuttgart: Klett-Cotta.","[' ubk-opac-LY000757668', 'fis-bildung-190953', ' gesis-solis-00032851']","Selvini Palazzoli, Mara, L. Anolli, P. Di Blasio, L. Giossi, J. Pisano, C. Ricci, C., et al. 1984. Hinter den Kulissen der Organisation. Stuttgart: Klett-Cotta.",,,['et al.'],"['Mara, L.', 'P. Di', 'L.', 'J.', 'C.', 'C.,']",,['Stuttgart:'],,['Klett-Cotta.'],['Hinter den Kulissen der Organisation.'],"['Selvini Palazzoli,', 'Anolli,', 'Blasio,', 'Giossi,', 'Pisano,', 'Ricci,']",,,['1984.']
one_206764,"Blien, U., Hirschenauer, F., Arendt, M., Braun, H.-J., Gunst, D.-M., Kilcioglu, S., Kleinschmidt, H., Musati, M., Roß, H., Vollkommer, D., Wein, J. (2004), Typisierung von Bezirken der Agenturen für Arbeit, Zeitschrift für Arbeitsmarktforschung 37, 146-175.","[' fis-bildung-663458', 'gesis-bib-59349', ' gesis-solis-00337440', 'gesis-solis-00337440', ' dzi-solit-0150456', ' iab-litdok-K040923N03']","Blien, U., Hirschenauer, F., Arendt, M., Braun, H.-J., Gunst, D.-M., Kilcioglu, S., Kleinschmidt, H., Musati, M., Roß, H., Vollkommer, D., Wein, J. (2004), Typisierung von Bezirken der Agenturen für Arbeit, Zeitschrift für Arbeitsmarktforschung 37, 146-175.",,,,"['U.,', 'F.,', 'M.,', 'H.-J.,', 'D.-M.,', 'S.,', 'H.,', 'M.,', 'H.,', 'D.,', 'J.']",,,['146-175.'],,"['Typisierung von Bezirken der Agenturen für Arbeit, Zeitschrift für Arbeitsmarktforschung']","['Blien,', 'Hirschenauer,', 'Arendt,', 'Braun,', 'Gunst,', 'Kilcioglu,', 'Kleinschmidt,', 'Musati,', 'Roß,', 'Vollkommer,', 'Wein,']",,"['37,']","['(2004),']"
one_575226,"Rancke, F. (1982): Betriebsverfassung und Unternehmenswirklichkeit. Eine Analyse von Organisation und Formen der betrieblichen Arbeitnehmermitbestimmung in der Praxis von Großunternehmen und Konzernen. Opladen.","['ubk-opac-HL001542763', 'fes-bib-637839', ' ubk-opac-HL001542763']","Rancke, F. (1982): Betriebsverfassung und Unternehmenswirklichkeit. Eine Analyse von Organisation und Formen der betrieblichen Arbeitnehmermitbestimmung in der Praxis von Großunternehmen und Konzernen. Opladen.",['Betriebsverfassung und Unternehmenswirklichkeit. Eine Analyse von Organisation und Formen der betrieblichen Arbeitnehmermitbestimmung in der Praxis von Großunternehmen und Konzernen.'],,,['F.'],,['Opladen.'],,,,"['Rancke,']",,,['(1982):']
one_1091011,"Coleman, J. S. 1988. Social capital in the creation of human capital. American Journal of Sociology 94: 95-121.","[' csa-assia-8860970', 'csa-assia-8860970', 'csa-sa-88T9212', ' csa-ps-2180', ' gesis-bib-32128']","Coleman, J. S. 1988. Social capital in the creation of human capital. American Journal of Sociology 94: 95-121.",['Social capital in the creation of human capital.'],,,['J. S.'],,,['95-121.'],,['American Journal of Sociology'],"['Coleman,']",,['94:'],['1988.']
one_726469,"Tannenbaum, R., Margulies, N., Massarik, F. et al. (1985). Human Systems Development. San Francisco.",['csa-sa-88c00961'],"Tannenbaum, R., Margulies, N., Massarik, F. et al. (1985). Human Systems Development. San Francisco.",['Human Systems Development.'],,['et al.'],"['R.,', 'N.,', 'F.']",,['San Francisco.'],,,,"['Tannenbaum,', 'Margulies,', 'Massarik,']",,,['(1985).']
one_1017789,"Kreyenfeld, M. (2002). Time squeeze, partner effect or self-selection? An investigation into the positive effect of women’s education on second birth risks in West Germany. Demographic Research, 7, Article 2.","[' csa-sa-200523724', 'csa-sa-200523724', 'gesis-solis-00296852']","Kreyenfeld, M. (2002). Time squeeze, partner effect or self-selection? An investigation into the positive effect of women’s education on second birth risks in West Germany. Demographic Research, 7, Article 2.","['Time squeeze, partner effect or self-selection? An investigation into the positive effect of women’s education on second birth risks in West Germany.']",,,['M.'],,['Article 2.'],,,"['Demographic Research,']","['Kreyenfeld,']",,"['7,']",['(2002).']
one_933526,"Meyer, Birgit 2004: Christianity in Africa: From African Independent to PentecostalCharismatic Churches, in: Annual Review of Anthropology, Vol. 33, pp. 447-474",['csa-sa-200518809'],"Meyer, Birgit 2004: Christianity in Africa: From African Independent to PentecostalCharismatic Churches, in: Annual Review of Anthropology, Vol. 33, pp. 447-474","['Christianity in Africa: From African Independent to PentecostalCharismatic Churches,']",,"['in:', 'Vol.', 'pp.']",['Birgit'],,,['447-474'],,"['Annual Review of Anthropology,']","['Meyer,']",,"['33,']",['2004:']
one_31408,"Buss, Eugen (1999). Das emotionale Profil der Deutschen. Bestandsaufnahme und Konsequenzen für","[' gesis-solis-00258930', 'gesis-bib-96429']","Buss, Eugen (1999). Das emotionale Profil der Deutschen. Bestandsaufnahme und Konsequenzen für",['Das emotionale Profil der Deutschen.'],,,['Eugen'],,['für'],,,['Bestandsaufnahme und Konsequenzen'],"['Buss,']",,,['(1999).']
one_561093,"Scott, M.C. (1998): The Intellect Industry. Profiting and Learning from Professional Service Firms. Chichester, New York/Weinheim/Brisbane/Singapur/Toronto: John Wiley & Sons.",['wzb-bib-121685'],"Scott, M.C. (1998): The Intellect Industry. Profiting and Learning from Professional Service Firms. Chichester, New York/Weinheim/Brisbane/Singapur/Toronto: John Wiley & Sons.",['The Intellect Industry. Profiting and Learning from Professional Service Firms.'],,,['M.C.'],,"['Chichester, New York/Weinheim/Brisbane/Singapur/Toronto:']",,['John Wiley  Sons.'],,"['Scott,']",,,['(1998):']
one_624526,"Hartmann, M. (1997a): Die Rekrutierung von Topmanagern in Europa. Nationale Bildungssysteme und die Reproduktion der Eliten in Deutschland, Frankreich und Großbritannien. In: Archives Européennes de Sociologie, 38, 3-37.","['csa-sa-9713541', ' csa-sa-9713541', ' bszbw-wao-103286578', ' gesis-solis-00231323', 'fis-bildung-466207']","Hartmann, M. (1997a): Die Rekrutierung von Topmanagern in Europa. Nationale Bildungssysteme und die Reproduktion der Eliten in Deutschland, Frankreich und Großbritannien. In: Archives Européennes de Sociologie, 38, 3-37.","['Die Rekrutierung von Topmanagern in Europa. Nationale Bildungssysteme und die Reproduktion der Eliten in Deutschland, Frankreich und Großbritannien.']",,['In:'],['M.'],,,['3-37.'],,"['Archives Européennes de Sociologie,']","['Hartmann,']",,"['38,']",['(1997a):']
one_738005,"B O O C K M A N N , H., Der Alltag eines spätmittelalterlichen Herrschers, in: G W U 45 (1994), S. 6 6 7 - 6 7 9 .",['fis-bildung-296420'],"B O O C K M A N N , H., Der Alltag eines spätmittelalterlichen Herrschers, in: G W U 45 (1994), S. 6 6 7 - 6 7 9 .","['Alltag eines spätmittelalterlichen Herrschers,']","['B O O C K M A N N , H., Der']","['in:', 'S.', '-']",,"['(1994),', '6 6', '6 7']",,"['7', '9 .']",,['G W U'],,,['45'],
one_861880,"Taylor, Peter J. 2004: World City Network – A global urban Analysis, New York.",['ubk-opac-HL003255293'],"Taylor, Peter J. 2004: World City Network – A global urban Analysis, New York.","['World City Network – A global urban Analysis,']",,,['Peter J.'],,['New York.'],,,,"['Taylor,']",,,['2004:']
one_1011745,"David, C.-H. (1976): Entwicklungen und Tendenzen in der Planungs- und Verwaltungsorganisation der großen Verdichtungsräume. Essen.","[' csa-pais-1976-1055637', 'iab-litdok-I780424F29']","David, C.-H. (1976): Entwicklungen und Tendenzen in der Planungs- und Verwaltungsorganisation der großen Verdichtungsräume. Essen.",['Entwicklungen und Tendenzen in der Planungs- und Verwaltungsorganisation der großen Verdichtungsräume.'],,,['C.-H.'],,['Essen.'],,,,"['David,']",,,['(1976):']
one_949439,"Negt, Oskar: Lernen in einer Welt gesellschaftlicher Umbrüche; in: Dieckmann, H.; Schachtsiek, B. (Hrsg.): Lernkonzepte im Wandel. Klett-Cotta, Stuttgart, 1998.","['gesis-solis-00260568', 'fis-bildung-516046', ' fis-bildung-516046']","Negt, Oskar: Lernen in einer Welt gesellschaftlicher Umbrüche; in: Dieckmann, H.; Schachtsiek, B. (Hrsg.): Lernkonzepte im Wandel. Klett-Cotta, Stuttgart, 1998.",['Lernen in einer Welt gesellschaftlicher Umbrüche;'],"['Dieckmann, H.; Schachtsiek, B.']","['in:', '(Hrsg.):']",['Oskar:'],,"['Klett-Cotta, Stuttgart,']",,,['Lernkonzepte im Wandel.'],"['Negt,']",,,['1998.']
one_415817,"Chen M., Xu Ch., Wang R., ""Key natural impacting factors of China’s human population distribution"", Population and Environment, vol. 28, no. 3, 2007, pp. 187-200.",['csa-sa-200730562'],"Chen M., Xu Ch., Wang R., ""Key natural impacting factors of China’s human population distribution"", Population and Environment, vol. 28, no. 3, 2007, pp. 187-200.","['R., """"Key natural impacting factors of China’s human population distribution"""", Population and Environment,']",,"['vol.', 'no.', 'pp.']","['Chen', 'Xu', 'Wang']","['3,']",,['187-200.'],,,"['M.,', 'Ch.,']",,"['28,']","['2007,']"
one_241213,"Corsten, M., Kauppert, M. & Rosa, H. (2008). Quellen bürgerschaftlichen Engagements: Die biographische Entwicklung von Wir-Sinn und fokussierten Motiven. Wiesbaden: VS Verlag","[' fis-bildung-818984', 'gesis-solis-00391501', ' dza-gerolit-534444814', ' ubk-opac-HL006244103', ' dzi-solit-0169340']","Corsten, M., Kauppert, M. & Rosa, H. (2008). Quellen bürgerschaftlichen Engagements: Die biographische Entwicklung von Wir-Sinn und fokussierten Motiven. Wiesbaden: VS Verlag",['Quellen bürgerschaftlichen Engagements: Die biographische Entwicklung von Wir-Sinn und fokussierten Motiven.'],,,"['M.,', 'M.', 'H.']",,['Wiesbaden:'],,['VS Verlag'],,"['Corsten,', 'Kauppert,', 'Rosa,']",,,['(2008).']
one_420889,"Beisheim, Marianne/Lode, Birgit/Simon, Nils (2012) Rio+20 Realpolitik and its Implications for “The Future We Want”, SWP Comments, 2012/C 25, Berlin.","['csa-pais-2011-370815', ' bszbw-wao-407201580']","Beisheim, Marianne/Lode, Birgit/Simon, Nils (2012) Rio+20 Realpolitik and its Implications for “The Future We Want”, SWP Comments, 2012/C 25, Berlin.","['Rio+20 Realpolitik and its Implications for “The Future We Want”,']",,,"['Marianne/Lode,', 'Nils']","['25,']",,,,"['SWP Comments,']","['Beisheim,', 'Birgit/Simon,', 'Berlin.']",,['2012/C'],['(2012)']
one_348141,"Andersen, R. (1995). Revisiting the Behavioral-Model and Access to Medical-Care - Does It Matter. Journal of Health and Social Behavior 36(1): 1-10.","[' csa-assia-73986', 'csa-sa-9509318']","Andersen, R. (1995). Revisiting the Behavioral-Model and Access to Medical-Care - Does It Matter. Journal of Health and Social Behavior 36(1): 1-10.",['Revisiting the Behavioral-Model and Access to Medical-Care - Does It Matter.'],,,['R.'],,,['1-10.'],,['Journal of Health and Social Behavior'],"['Andersen,']",,['36(1):'],['(1995).']
one_847313,"Osborne, J. F., Simorn,S., & Collins, S. (2003). Attitudes towards Science: A Review of the P Literature and its Implications. International Journal of Science Education, 25(9), e 1049–1079. e r",['fis-bildung-689552'],"Osborne, J. F., Simorn,S., & Collins, S. (2003). Attitudes towards Science: A Review of the P Literature and its Implications. International Journal of Science Education, 25(9), e 1049–1079. e r",['Attitudes towards Science: A Review of the P Literature and its Implications.'],,,"['J. F.,', 'S.']",,['e 1049–1079. e r'],,,"['International Journal of Science Education,']","['Osborne,', 'Simorn,S.,', 'Collins,']",,"['25(9),']",['(2003).']
